Sleep Stage,MeanP_Alpha_F4,MedianF_Alpha_F4,MeanF_Alpha_F4,Spectral Edge_Alpha_F4,PeakF_Alpha_F4,MeanP_Beta_F4,MedianF_Beta_F4,MeanF_Beta_F4,Spectral Edge_Beta_F4,PeakF_Beta_F4,MeanP_Theta_F4,MedianF_Theta_F4,MeanF_Theta_F4,Spectral Edge_Theta_F4,PeakF_Theta_F4,MeanP_Delta_F4,MedianF_Delta_F4,MeanF_Delta_F4,Spectral Edge_Delta_F4,PeakF_Delta_F4,MeanP_Gamma_F4,MedianF_Gamma_F4,MeanF_Gamma_F4,Spectral Edge_Gamma_F4,PeakF_Gamma_F4,MeanP_Alpha_C4,MedianF_Alpha_C4,MeanF_Alpha_C4,Spectral Edge_Alpha_C4,PeakF_Alpha_C4,MeanP_Beta_C4,MedianF_Beta_C4,MeanF_Beta_C4,Spectral Edge_Beta_C4,PeakF_Beta_C4,MeanP_Theta_C4,MedianF_Theta_C4,MeanF_Theta_C4,Spectral Edge_Theta_C4,PeakF_Theta_C4,MeanP_Delta_C4,MedianF_Delta_C4,MeanF_Delta_C4,Spectral Edge_Delta_C4,PeakF_Delta_C4,MeanP_Gamma_C4,MedianF_Gamma_C4,MeanF_Gamma_C4,Spectral Edge_Gamma_C4,PeakF_Gamma_C4,MeanP_Alpha_O2,MedianF_Alpha_O2,MeanF_Alpha_O2,Spectral Edge_Alpha_O2,PeakF_Alpha_O2,MeanP_Beta_O2,MedianF_Beta_O2,MeanF_Beta_O2,Spectral Edge_Beta_O2,PeakF_Beta_O2,MeanP_Theta_O2,MedianF_Theta_O2,MeanF_Theta_O2,Spectral Edge_Theta_O2,PeakF_Theta_O2,MeanP_Delta_O2,MedianF_Delta_O2,MeanF_Delta_O2,Spectral Edge_Delta_O2,PeakF_Delta_O2,MeanP_Gamma_O2,MedianF_Gamma_O2,MeanF_Gamma_O2,Spectral Edge_Gamma_O2,PeakF_Gamma_O2
REM,0.00012,8.99122,16.73366,15.85951,7.24293,0.00011,16.10927,24.10146,26.09951,15.98439,0.00023,4.62049,10.98927,8.86634,3.62146,0.00121,0.99902,5.49463,3.24683,0.99902,2.26e-05,40.71024,49.82634,49.95122,49.95122,0.00014,8.61659,17.6078,16.85854,7.24293,0.00028,49.82634,49.95122,49.95122,49.95122,0.0003,4.49561,10.11512,8.49171,3.12195,0.00113,1.24878,5.49463,3.49659,0.87415,0.00065,49.95122,49.95122,50.0761,49.95122,8e-05,9.61561,16.73366,15.98439,9.1161,8.89e-05,16.10927,25.10049,27.72293,15.98439,0.00012,5.24488,11.86341,9.74049,3.62146,0.00064,0.87415,5.86927,2.99707,0.87415,1.91e-05,36.83902,49.82634,49.95122,49.95122
REM,0.0001,9.49073,16.98341,16.23415,6.49366,0.00011,16.35902,24.22634,26.22439,49.95122,0.00017,5.24488,11.48878,9.49073,4.49561,0.00066,0.99902,6.2439,3.37171,0.87415,2.32e-05,42.95805,49.82634,49.95122,49.95122,0.00012,9.1161,18.10732,17.23317,49.95122,0.00028,49.82634,49.95122,49.95122,49.95122,0.00022,4.99512,10.86439,8.74146,4.49561,0.0007,1.24878,6.11902,3.74634,0.87415,0.00065,49.95122,49.95122,50.0761,49.95122,7.68e-05,9.74049,17.35805,16.73366,6.36878,8.93e-05,16.73366,24.85073,27.22341,19.23122,0.00012,5.36976,11.86341,9.74049,3.62146,0.00051,0.87415,6.11902,3.37171,0.87415,1.93e-05,37.71317,49.82634,49.95122,49.95122
REM,0.00011,8.36683,16.73366,15.60976,6.2439,0.0001,16.4839,24.72585,26.7239,49.95122,0.00023,4.74537,10.48976,8.11707,3.62146,0.00085,0.99902,5.99415,3.62146,0.62439,2.25e-05,42.33366,49.82634,49.95122,49.95122,0.00014,7.9922,16.98341,15.73463,7.11805,0.00028,49.82634,49.95122,49.95122,49.95122,0.0003,4.99512,10.11512,7.9922,3.62146,0.0012,1.1239,5.99415,3.49659,0.87415,0.00065,49.95122,49.95122,50.0761,49.95122,8.82e-05,9.36585,16.85854,15.98439,9.61561,9.16e-05,16.23415,24.60098,26.7239,15.98439,0.00016,4.87024,11.3639,9.1161,4.49561,0.00054,0.87415,6.11902,3.62146,0.87415,1.87e-05,38.0878,49.82634,49.95122,49.95122
REM,0.00011,9.36585,17.23317,16.35902,6.99317,0.00012,16.60878,24.10146,26.22439,49.95122,0.00019,5.24488,11.23902,9.36585,3.49659,0.00069,0.87415,6.2439,3.49659,0.62439,2.39e-05,41.70927,49.82634,49.95122,49.95122,0.00013,8.74146,17.98244,17.10829,49.95122,0.00029,49.82634,49.95122,49.95122,49.95122,0.00028,4.37073,10.48976,8.49171,4.37073,0.00095,1.37366,5.74439,3.62146,0.87415,0.00065,49.82634,49.95122,49.95122,49.95122,7.27e-05,9.86537,17.35805,16.85854,9.61561,8.83e-05,16.73366,24.60098,26.7239,15.98439,0.00011,4.87024,12.23805,9.86537,3.49659,0.00057,0.87415,5.74439,3.12195,0.87415,1.9e-05,37.83805,49.82634,49.95122,49.95122
REM,0.0001,8.99122,17.23317,16.35902,6.99317,0.00011,16.85854,24.85073,27.09854,49.95122,0.0002,4.49561,10.86439,8.74146,4.37073,0.00092,1.24878,5.74439,3.24683,0.74927,2.41e-05,41.70927,49.82634,49.95122,49.95122,0.00011,9.24098,18.48195,17.98244,49.95122,0.00028,49.82634,49.95122,49.95122,49.95122,0.0002,4.62049,10.86439,8.74146,4.37073,0.00074,1.37366,5.61951,3.49659,0.87415,0.00065,49.82634,49.95122,49.95122,49.95122,7.45e-05,9.61561,17.35805,16.60878,9.61561,8.54e-05,16.85854,25.22537,27.97268,12.36293,0.00012,4.62049,11.73854,9.61561,3.49659,0.00062,0.87415,5.86927,3.24683,0.87415,1.92e-05,36.71415,49.82634,49.95122,49.95122
REM,0.0001,9.1161,16.73366,16.23415,6.99317,0.00011,16.35902,24.4761,26.22439,16.4839,0.0002,4.62049,10.98927,8.61659,3.49659,0.0008,0.87415,5.86927,3.49659,0.49951,2.29e-05,43.45756,49.82634,49.95122,49.95122,0.00012,8.49171,17.73268,17.35805,6.99317,0.00028,49.82634,49.95122,49.95122,49.95122,0.00026,4.62049,10.36488,8.11707,3.49659,0.0007,1.74829,5.99415,3.87122,0.74927,0.00065,49.95122,49.95122,50.0761,49.95122,8.14e-05,9.61561,17.35805,16.60878,6.11902,9.48e-05,16.60878,24.85073,27.22341,13.1122,0.00014,4.49561,11.61366,9.49073,3.49659,0.00074,0.99902,5.74439,3.24683,0.87415,2e-05,36.46439,49.82634,49.95122,49.95122
REM,0.00068,12.23805,19.48098,19.48098,13.73659,0.00135,19.3561,28.84683,33.09268,18.85659,0.0007,5.12,14.11122,12.36293,2.74732,0.00845,0.49951,4.87024,2.12293,0.37463,0.00041,35.46537,40.33561,49.82634,49.95122,0.00102,7.61756,19.48098,18.60683,6.11902,0.00155,20.72976,35.46537,49.82634,49.95122,0.00285,3.9961,10.11512,6.86829,2.62244,0.02375,1.37366,4.62049,2.62244,0.87415,0.00107,49.82634,49.82634,49.95122,49.95122,0.00064,12.36293,20.10537,20.10537,13.36195,0.00139,20.35512,28.84683,33.46732,22.47805,0.00088,4.24585,13.73659,10.86439,1.99805,0.02251,0.62439,3.87122,1.87317,0.62439,0.00046,35.59024,40.33561,49.45171,39.58634
REM,0.00012,9.36585,16.98341,16.35902,6.74341,0.00013,16.60878,25.35024,28.4722,49.95122,0.0002,5.12,11.61366,9.36585,3.87122,0.00049,1.37366,6.61854,3.87122,0.99902,3.56e-05,49.70146,49.82634,49.95122,49.95122,0.00014,9.61561,18.98146,18.48195,6.74341,0.00035,49.82634,49.95122,49.95122,49.95122,0.00022,5.12,11.98829,9.36585,4.87024,0.00064,1.37366,6.49366,3.74634,0.99902,0.00072,49.95122,49.95122,50.0761,49.95122,0.00011,9.49073,16.73366,15.85951,6.74341,0.00012,16.4839,25.72488,28.59707,15.36,0.00019,4.99512,11.23902,9.49073,4.87024,0.00061,0.99902,6.11902,3.74634,0.99902,2.75e-05,36.71415,49.82634,49.95122,49.95122
REM,0.00011,8.11707,16.73366,15.60976,6.49366,0.00011,16.60878,25.10049,28.34732,49.95122,0.00024,4.74537,10.36488,7.9922,3.62146,0.00085,1.49854,5.86927,3.62146,1.49854,2.92e-05,49.70146,49.82634,49.95122,49.95122,0.00017,7.9922,16.85854,15.36,8.11707,0.00031,49.82634,49.82634,49.95122,49.95122,0.00037,4.87024,9.99024,8.11707,4.24585,0.00114,1.87317,5.99415,3.62146,2.2478,0.0007,49.82634,49.95122,49.95122,49.95122,8.95e-05,9.74049,17.23317,16.4839,7.9922,0.0001,16.73366,24.85073,27.09854,15.98439,0.00014,5.12,11.73854,9.61561,4.62049,0.00054,0.87415,5.99415,3.49659,0.87415,2.22e-05,39.46146,49.82634,49.95122,49.95122
REM,0.00012,8.61659,16.23415,15.11024,5.86927,0.00011,15.85951,25.47512,27.97268,49.95122,0.00023,5.24488,10.73951,8.74146,5.86927,0.00067,1.24878,6.2439,3.87122,0.87415,2.96e-05,49.70146,49.82634,49.95122,49.95122,0.00015,8.49171,18.2322,17.85756,5.99415,0.00032,49.82634,49.82634,49.95122,49.95122,0.00031,4.62049,10.24,8.36683,3.9961,0.0009,1.37366,5.99415,3.87122,0.87415,0.0007,49.82634,49.95122,49.95122,49.95122,9.38e-05,9.49073,16.73366,15.98439,6.74341,9.68e-05,16.4839,24.60098,27.09854,22.35317,0.00014,5.49463,11.48878,9.74049,5.86927,0.00053,0.87415,6.61854,3.49659,0.87415,2.19e-05,41.58439,49.82634,49.95122,49.95122
REM,0.00012,8.86634,16.73366,15.48488,6.61854,0.00011,16.4839,25.35024,27.59805,49.95122,0.00025,4.49561,10.86439,8.49171,4.37073,0.00079,1.99805,5.49463,3.62146,2.2478,2.93e-05,49.82634,49.82634,49.95122,49.95122,0.00017,8.11707,16.60878,14.86049,7.9922,0.00031,49.82634,49.95122,49.95122,49.95122,0.00039,4.49561,10.11512,7.9922,2.37268,0.00121,2.12293,5.61951,3.62146,2.37268,0.0007,49.82634,49.95122,49.95122,49.95122,0.0001,9.24098,16.4839,15.60976,11.3639,0.0001,15.85951,24.22634,26.47415,11.3639,0.00017,5.36976,11.3639,9.49073,4.24585,0.00065,0.87415,6.11902,3.37171,0.87415,2.16e-05,41.58439,49.82634,49.95122,49.95122
REM,0.00013,8.86634,15.98439,14.98537,6.74341,0.00011,15.73463,25.35024,27.47317,49.95122,0.00025,4.99512,10.73951,8.86634,4.24585,0.00084,1.37366,5.99415,3.49659,0.49951,2.9e-05,49.82634,49.95122,49.95122,49.95122,0.00017,8.49171,16.10927,14.98537,5.36976,0.00031,49.82634,49.95122,49.95122,49.95122,0.00036,4.87024,10.36488,8.36683,5.36976,0.00117,1.74829,5.49463,3.49659,0.87415,0.0007,49.95122,49.95122,50.0761,49.95122,8.89e-05,9.86537,16.73366,15.98439,10.61463,9.82e-05,15.98439,24.35122,26.97366,15.98439,0.00014,4.74537,11.86341,9.86537,4.24585,0.00052,0.87415,6.11902,3.49659,0.87415,2.16e-05,42.20878,49.82634,49.95122,49.95122
REM,0.00011,8.86634,16.4839,15.48488,7.11805,0.0001,15.98439,25.10049,27.8478,49.95122,0.0002,4.99512,10.86439,8.61659,4.37073,0.0008,1.24878,5.86927,3.49659,0.49951,2.78e-05,49.82634,49.95122,49.95122,49.95122,0.00015,8.24195,16.98341,15.98439,6.99317,0.0003,49.82634,49.95122,49.95122,49.95122,0.00032,4.87024,10.36488,8.11707,4.99512,0.00119,1.49854,5.74439,3.37171,0.99902,0.0007,49.95122,49.95122,50.0761,49.95122,9.46e-05,9.24098,16.60878,15.85951,9.49073,9.44e-05,16.23415,25.22537,27.8478,15.98439,0.00016,5.36976,11.11415,9.36585,4.37073,0.00062,0.87415,6.11902,3.49659,0.87415,2.17e-05,41.45951,49.82634,49.95122,49.95122
REM,9.43e-05,9.36585,17.10829,16.10927,9.99024,9.76e-05,16.85854,25.47512,29.09659,49.95122,0.00017,4.99512,10.86439,9.24098,4.24585,0.00057,1.37366,5.86927,3.49659,0.49951,2.89e-05,49.82634,49.82634,49.95122,49.95122,0.00013,8.86634,17.73268,16.73366,49.95122,0.00029,49.82634,49.95122,49.95122,49.95122,0.00026,4.99512,10.24,8.86634,4.49561,0.00065,1.99805,5.86927,4.12098,0.87415,0.0007,49.82634,49.95122,49.95122,49.95122,7.21e-05,9.86537,17.98244,17.23317,7.49268,8.6e-05,17.48293,24.60098,27.97268,49.95122,0.00012,4.87024,11.73854,9.49073,4.24585,0.0005,0.99902,5.86927,3.37171,0.87415,2.14e-05,42.58341,49.82634,49.95122,49.95122
REM,9.7e-05,9.1161,17.10829,16.10927,6.74341,0.0001,16.98341,25.72488,28.72195,49.95122,0.0002,4.49561,10.86439,8.61659,4.12098,0.00083,0.87415,5.61951,3.49659,0.49951,2.91e-05,49.70146,49.82634,49.95122,49.95122,0.00011,8.99122,19.3561,18.73171,49.95122,0.00029,49.82634,49.95122,49.95122,49.95122,0.00022,4.62049,10.61463,8.49171,4.12098,0.00071,1.37366,5.61951,3.87122,0.62439,0.0007,49.82634,49.95122,49.95122,49.95122,7.91e-05,9.74049,17.35805,16.60878,10.24,9.15e-05,16.98341,25.22537,28.4722,49.95122,0.00013,4.74537,11.86341,9.61561,4.12098,0.00058,0.87415,5.86927,3.37171,0.87415,2.19e-05,40.08585,49.82634,49.95122,49.95122
REM,9.06e-05,8.99122,17.10829,16.10927,6.11902,9.44e-05,16.85854,25.6,28.97171,49.95122,0.00018,4.49561,10.73951,8.74146,4.37073,0.00085,0.87415,5.86927,3.37171,0.87415,2.87e-05,49.82634,49.82634,49.95122,49.95122,0.0001,8.86634,19.10634,18.35707,49.95122,0.00028,49.82634,49.95122,49.95122,49.95122,0.00022,4.37073,10.61463,8.49171,4.37073,0.0008,1.74829,5.36976,3.49659,0.87415,0.0007,49.82634,49.95122,49.95122,49.95122,7.69e-05,9.99024,17.23317,16.60878,6.99317,8.84e-05,16.60878,24.72585,28.22244,16.73366,0.00012,4.99512,12.11317,9.86537,3.49659,0.00051,0.87415,5.99415,3.37171,0.87415,2.1e-05,41.58439,49.82634,49.95122,49.95122
REM,9.44e-05,9.24098,16.85854,16.23415,6.86829,9.95e-05,16.73366,25.10049,28.59707,49.95122,0.00017,4.99512,11.3639,9.24098,4.37073,0.00059,1.1239,6.2439,3.49659,0.87415,2.88e-05,49.82634,49.82634,49.95122,49.95122,0.00011,8.74146,18.98146,17.98244,49.95122,0.00028,49.82634,49.95122,49.95122,49.95122,0.00021,4.87024,10.48976,8.49171,3.49659,0.00067,1.49854,5.99415,3.62146,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,8.5e-05,9.61561,16.85854,16.23415,9.61561,9.32e-05,16.60878,24.85073,27.72293,16.73366,0.00014,4.87024,11.73854,9.49073,3.9961,0.00049,0.87415,6.11902,3.62146,0.87415,2.16e-05,41.45951,49.82634,49.95122,49.95122
NREM,0.0004,11.61366,23.97659,24.60098,7.74244,0.00113,25.35024,30.22049,34.84098,27.8478,0.00053,5.12,13.36195,10.61463,4.74537,0.02557,0.49951,3.24683,1.24878,0.37463,0.0005,33.21756,38.96195,46.57951,27.8478,0.00047,10.86439,23.22732,23.22732,11.98829,0.0013,27.8478,35.46537,49.82634,49.95122,0.00064,5.36976,12.73756,10.36488,2.62244,0.01506,0.74927,3.74634,1.49854,0.74927,0.00116,49.82634,49.82634,49.95122,49.95122,0.00045,9.1161,23.10244,22.22829,7.86732,0.00098,25.84976,29.97073,34.7161,27.97268,0.00144,2.99707,10.98927,7.11805,2.99707,0.24259,0.37463,2.8722,0.74927,0.49951,0.00043,32.71805,38.0878,46.32976,27.97268
REM,0.00012,8.86634,16.4839,15.48488,6.36878,0.00011,15.60976,23.47707,25.35024,12.86244,0.00023,4.87024,10.98927,8.74146,4.37073,0.00074,1.24878,6.11902,3.74634,0.87415,1.72e-05,31.34439,49.70146,49.95122,49.95122,0.00016,8.11707,16.4839,15.36,49.95122,0.0003,49.82634,49.82634,49.95122,49.95122,0.00036,4.74537,9.86537,8.11707,4.24585,0.00098,1.62341,5.86927,3.9961,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,7.51e-05,8.99122,16.85854,15.98439,9.74049,7.69e-05,16.85854,25.84976,28.72195,49.95122,0.00013,5.12,10.98927,9.1161,4.49561,0.00066,0.87415,5.86927,3.12195,0.87415,1.98e-05,41.45951,49.82634,49.95122,49.95122
REM,0.00011,9.1161,16.4839,15.85951,10.11512,0.0001,15.85951,23.85171,25.84976,15.98439,0.00021,4.74537,10.98927,8.86634,3.37171,0.00281,0.74927,4.74537,1.49854,0.87415,1.76e-05,33.71707,48.9522,49.95122,49.95122,0.0001,9.36585,18.10732,17.6078,49.95122,0.00028,49.82634,49.95122,49.95122,49.95122,0.00017,4.99512,11.3639,9.36585,3.37171,0.00066,0.99902,5.86927,3.37171,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,6.96e-05,9.99024,16.60878,15.85951,10.11512,7.65e-05,15.85951,25.22537,28.59707,15.98439,9.48e-05,5.36976,12.11317,10.11512,3.37171,0.00046,0.87415,5.99415,3.24683,0.87415,1.88e-05,42.58341,49.82634,49.95122,49.95122
REM,0.00012,8.86634,16.60878,15.60976,7.24293,0.00011,15.98439,24.10146,25.84976,18.48195,0.00022,4.99512,10.73951,8.99122,4.37073,0.00119,0.62439,6.11902,2.99707,0.24976,1.81e-05,30.96976,46.57951,49.95122,49.95122,0.00018,8.11707,16.4839,15.23512,7.49268,0.00031,49.82634,49.95122,49.95122,49.95122,0.00033,5.36976,10.11512,8.49171,4.37073,0.00097,1.1239,6.49366,3.87122,0.87415,0.00069,49.95122,49.95122,50.0761,49.95122,8.3e-05,9.24098,16.98341,15.85951,9.61561,8.47e-05,16.60878,24.97561,28.22244,19.23122,0.00015,4.99512,10.98927,9.24098,4.12098,0.00056,0.87415,6.11902,3.62146,0.87415,2.04e-05,41.45951,49.82634,49.95122,49.95122
REM,0.00013,8.86634,16.60878,15.60976,6.11902,0.00012,16.10927,23.60195,24.85073,16.60878,0.00027,4.49561,10.73951,8.49171,4.37073,0.00086,1.37366,5.99415,3.74634,0.87415,1.76e-05,29.84585,48.70244,49.95122,49.95122,0.00016,8.11707,17.35805,15.98439,6.11902,0.00031,49.82634,49.82634,49.95122,49.95122,0.00038,4.49561,9.86537,7.9922,4.49561,0.00132,1.74829,5.86927,3.74634,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,7.28e-05,9.86537,17.23317,16.4839,9.99024,8.22e-05,16.60878,24.72585,27.8478,14.61073,0.00011,5.36976,11.98829,9.86537,3.49659,0.00064,0.87415,5.86927,2.99707,0.87415,1.96e-05,41.58439,49.82634,49.95122,49.95122
REM,0.00013,8.24195,16.23415,15.23512,6.11902,0.00011,15.60976,24.35122,25.72488,15.36,0.00026,4.99512,10.36488,8.36683,6.11902,0.00078,1.49854,6.11902,3.74634,0.87415,1.72e-05,31.46927,48.9522,49.95122,49.95122,0.00018,7.86732,16.23415,14.73561,6.86829,0.00031,49.82634,49.82634,49.95122,49.95122,0.00041,4.74537,9.61561,8.11707,4.24585,0.00108,1.99805,6.11902,3.87122,0.74927,0.00069,49.82634,49.95122,49.95122,49.95122,7.38e-05,9.49073,16.60878,15.98439,9.61561,7.87e-05,16.35902,25.6,28.72195,49.95122,0.00012,5.12,11.48878,9.49073,6.11902,0.00066,0.99902,5.86927,2.99707,0.87415,1.99e-05,41.58439,49.82634,49.95122,49.95122
REM,9.39e-05,9.1161,17.35805,16.35902,6.74341,9.76e-05,16.73366,23.97659,25.84976,16.23415,0.00017,4.99512,10.98927,9.1161,3.37171,0.00054,1.1239,6.2439,3.49659,0.49951,1.69e-05,32.34341,49.70146,49.95122,49.95122,0.00011,8.24195,18.60683,17.85756,49.95122,0.00028,49.82634,49.95122,49.95122,49.95122,0.00023,4.87024,10.24,8.11707,4.99512,0.00058,2.12293,5.99415,3.9961,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,6.54e-05,9.49073,17.48293,16.60878,5.86927,7.45e-05,16.98341,25.10049,28.72195,15.98439,0.00011,5.12,11.61366,9.36585,4.24585,0.00046,0.87415,5.86927,3.37171,0.87415,1.91e-05,42.20878,49.82634,49.95122,49.95122
REM,9.43e-05,9.74049,17.10829,16.60878,7.3678,0.0001,16.60878,24.22634,25.97463,12.23805,0.00015,5.12,11.86341,9.74049,3.49659,0.00057,0.99902,6.2439,3.49659,0.49951,1.79e-05,31.59415,49.57659,49.95122,49.95122,0.00011,9.61561,18.85659,18.60683,49.95122,0.00029,49.82634,49.82634,49.95122,49.95122,0.00016,5.61951,11.48878,9.61561,5.86927,0.00064,1.24878,6.11902,3.12195,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,7.11e-05,9.61561,16.60878,15.98439,6.99317,7.9e-05,15.98439,25.10049,28.34732,15.98439,0.00011,5.36976,11.98829,9.61561,4.37073,0.00053,0.87415,6.11902,3.12195,0.87415,1.92e-05,41.83415,49.82634,49.95122,49.95122
REM,0.00011,8.74146,16.4839,15.73463,6.11902,0.0001,15.85951,23.97659,25.47512,15.85951,0.00022,4.87024,10.86439,8.49171,3.49659,0.00075,1.1239,5.99415,3.49659,0.87415,1.66e-05,32.09366,49.70146,49.95122,49.95122,0.00014,8.11707,17.10829,15.85951,49.95122,0.00029,49.82634,49.95122,49.95122,49.95122,0.0003,4.74537,10.24,8.11707,4.24585,0.00099,1.49854,5.99415,3.49659,0.87415,0.00069,49.95122,49.95122,50.0761,49.95122,7.21e-05,9.36585,16.85854,16.10927,6.86829,7.88e-05,16.60878,25.84976,28.72195,49.95122,0.00012,5.24488,11.3639,9.36585,4.24585,0.00075,0.74927,5.74439,2.74732,0.87415,2.01e-05,41.58439,49.82634,49.95122,49.95122
REM,0.0001,8.99122,17.10829,16.35902,6.2439,0.0001,16.85854,24.10146,25.72488,17.10829,0.00018,5.12,11.23902,8.99122,6.2439,0.00062,0.99902,6.2439,3.62146,0.74927,1.7e-05,30.72,49.70146,49.95122,49.95122,0.00013,8.74146,17.35805,16.60878,6.2439,0.00029,49.82634,49.95122,49.95122,49.95122,0.00023,5.36976,10.61463,8.86634,6.2439,0.00078,1.37366,6.2439,3.49659,0.74927,0.00069,49.82634,49.95122,49.95122,49.95122,6.61e-05,9.61561,16.98341,16.23415,8.99122,7.39e-05,16.60878,25.6,28.72195,16.10927,0.00011,5.12,11.61366,9.61561,4.49561,0.00043,0.99902,6.11902,3.49659,0.87415,1.9e-05,42.45854,49.82634,49.95122,49.95122
REM,0.00011,9.36585,17.35805,16.85854,9.61561,0.00011,16.60878,23.60195,25.35024,17.73268,0.0002,4.62049,11.23902,8.74146,3.49659,0.00067,1.37366,5.74439,3.49659,0.87415,1.78e-05,31.59415,48.9522,49.95122,49.95122,0.00013,8.24195,17.6078,16.60878,5.74439,0.00029,49.82634,49.95122,49.95122,49.95122,0.00033,4.49561,9.99024,7.61756,2.8722,0.00097,1.99805,5.61951,3.62146,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,6.54e-05,9.61561,16.98341,16.35902,6.11902,7.56e-05,16.23415,24.97561,28.09756,13.86146,0.00011,5.24488,12.11317,9.49073,4.37073,0.00055,0.87415,5.86927,2.8722,0.87415,1.85e-05,43.8322,49.82634,49.95122,49.95122
REM,0.00011,9.1161,17.48293,16.60878,6.2439,0.00011,16.73366,23.97659,25.35024,14.11122,0.00021,4.99512,10.73951,8.36683,6.2439,0.00127,0.74927,5.86927,2.99707,0.49951,1.72e-05,31.09463,48.3278,49.95122,49.95122,0.00013,8.11707,17.98244,17.10829,49.95122,0.00029,49.82634,49.95122,49.95122,49.95122,0.00031,4.37073,9.99024,7.74244,4.24585,0.00098,1.74829,5.61951,3.62146,2.74732,0.00069,49.82634,49.95122,49.95122,49.95122,6.03e-05,10.24,17.48293,16.73366,6.2439,7.4e-05,16.73366,25.22537,28.84683,18.48195,9.57e-05,4.62049,12.36293,9.74049,4.37073,0.00058,0.87415,5.36976,2.74732,0.87415,1.89e-05,41.70927,49.82634,49.95122,49.95122
REM,0.00011,9.36585,16.85854,15.98439,9.74049,0.00011,16.23415,23.97659,25.35024,16.85854,0.0002,4.87024,10.98927,9.1161,4.37073,0.00058,1.49854,6.11902,3.9961,0.87415,1.73e-05,30.96976,46.70439,49.95122,49.95122,0.00011,8.99122,18.2322,17.85756,49.95122,0.00029,49.82634,49.95122,49.95122,49.95122,0.00021,4.74537,10.73951,8.61659,4.37073,0.00065,1.49854,5.74439,3.9961,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,7.55e-05,9.61561,16.85854,16.10927,6.11902,8.22e-05,16.4839,24.85073,27.72293,15.98439,0.00012,5.36976,11.73854,9.61561,4.49561,0.00047,0.87415,6.11902,3.37171,0.87415,1.95e-05,41.45951,49.82634,49.95122,49.95122
REM,0.0001,8.99122,17.35805,16.4839,6.2439,0.00011,16.73366,24.10146,25.97463,17.73268,0.00018,5.24488,11.3639,8.86634,6.2439,0.00091,0.87415,6.11902,3.12195,0.62439,1.77e-05,31.34439,48.70244,49.95122,49.95122,0.00011,9.1161,18.48195,17.98244,49.95122,0.00029,49.82634,49.95122,49.95122,49.95122,0.00019,5.12,10.98927,8.99122,6.2439,0.00068,1.37366,6.11902,3.49659,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,7.02e-05,9.74049,17.10829,16.35902,9.86537,8.08e-05,16.73366,25.10049,28.59707,22.35317,9.92e-05,5.74439,12.23805,9.74049,6.2439,0.00054,0.87415,6.11902,2.74732,0.87415,1.99e-05,41.58439,49.82634,49.95122,49.95122
REM,0.0001,9.74049,17.23317,16.60878,9.99024,0.00011,16.60878,23.72683,25.6,13.61171,0.00018,5.12,11.61366,9.49073,3.62146,0.00056,1.24878,6.2439,3.74634,0.49951,1.76e-05,31.8439,49.20195,49.95122,49.95122,0.00011,9.49073,18.60683,17.98244,49.95122,0.00029,49.82634,49.95122,49.95122,49.95122,0.00019,5.12,11.3639,9.24098,5.36976,0.00068,1.37366,5.99415,3.62146,0.99902,0.00069,49.82634,49.95122,49.95122,49.95122,7.43e-05,9.61561,16.98341,16.35902,6.36878,8.32e-05,16.4839,25.35024,28.59707,13.61171,0.00011,5.86927,11.86341,9.86537,6.36878,0.00052,0.87415,6.2439,2.99707,0.87415,1.97e-05,40.71024,49.82634,49.95122,49.95122
REM,0.0001,9.61561,17.35805,16.60878,6.36878,0.00011,16.85854,24.10146,25.72488,19.10634,0.00019,4.87024,11.11415,8.99122,3.62146,0.00069,0.99902,6.11902,3.62146,0.87415,1.76e-05,31.46927,49.70146,49.95122,49.95122,0.00011,9.1161,19.10634,18.85659,49.95122,0.00028,49.82634,49.95122,49.95122,49.95122,0.00023,4.49561,10.73951,7.86732,3.62146,0.00071,1.74829,5.61951,3.62146,0.87415,0.00069,49.82634,49.95122,49.95122,49.95122,6.71e-05,9.86537,16.73366,16.23415,12.73756,7.66e-05,16.35902,25.47512,28.72195,12.73756,0.00011,4.87024,11.86341,9.49073,5.49463,0.00055,0.87415,5.61951,3.24683,0.87415,1.93e-05,41.45951,49.82634,49.95122,49.95122
